Country of origin	Location	Status	Formed in	Genre	Themes	Current label	Years active	url
Brazil	São Paulo, São Paulo	Active	2016	Black Metal	Occultism, Spirituality, Mysticism, Magic, Literature	Hammer of Damnation	2016-present	https://www.metal-archives.com/bands/Promethean_Gate/3540431221
Brazil	São Paulo, São Paulo	Unknown	2018	Melodic Death Metal/Metalcore	Contemporary themes, Human behaviour	Unsigned/independent	2014-2018 (as Alkimistal), 2018-2021	https://www.metal-archives.com/bands/Prometherion/3540458302
Brazil	Porto Alegre, Rio Grande do Sul	Active	2007	Heavy Metal	N/A	Unsigned/independent	2007-present	https://www.metal-archives.com/bands/Prophajnt/3540367384
Brazil	Maraginá, Paraná	Split-up	1987	Death Metal	Anti-Christianity	Unsigned/independent	1987, 2022	https://www.metal-archives.com/bands/Prophanator/3540284324
Brazil	Passos, Minas Gerais	Split-up	2007	Death Metal	Christianity	Andyeffect	2007-2011	https://www.metal-archives.com/bands/Prophecies/113660
Brazil	Guanabara Bay, Rio de Janeiro	Active	1990	Thrash Metal	Violence, Human feelings, Insanity	Morbid Tales Records	1990-present	https://www.metal-archives.com/bands/Prophecy/26682
Brazil	Belo Horizonte, Minas Gerais	Split-up	1998	Death/Thrash Metal	N/A	Unsigned/independent	1998-?	https://www.metal-archives.com/bands/Prophecy_of_Death/28835
Brazil	Mauá, São Paulo	Active	1996	Symphonic Black Metal	Night, Darkness, Death	Unsigned/independent	1996-2006, 2021-present	https://www.metal-archives.com/bands/Prophetic_Age/10966
Brazil	Santo André, São Paulo	Active	2004	Heavy Metal	Christianity	Unsigned/independent	2001-2004 (as Paradise Gates), 2004-present	https://www.metal-archives.com/bands/Prophettica/3540460155
Brazil	São Luís, Maranhão	Split-up	2011	Symphonic Black Metal	Christianity	Eternal Records	2011-?	https://www.metal-archives.com/bands/Propiciatorium/3540361378
Brazil	São Paulo, São Paulo	Split-up	N/A	Thrash Metal	N/A	Unsigned/independent	?-? (as Proposital Noise), ?-?	https://www.metal-archives.com/bands/Proposital/29408
Brazil	Cariacica, Espírito Santo	Split-up	2015	Black Metal	Anti-Christianity, Luciferianism	Unsigned/independent	2015-2017	https://www.metal-archives.com/bands/Prosathanus/3540458844
Brazil	Anápolis, Góias	Active	1988	Death Metal	N/A	Unsigned/independent	1988-present	https://www.metal-archives.com/bands/Prostibulus/3540526248
Brazil	Londrina, Paraná	Unknown	1990	Death Metal	Death	Unsigned/independent	1990-?	https://www.metal-archives.com/bands/Psicodeath/5483
Brazil	Santa Maria, Rio Grande do Sul	Active	2022	Progressive Metal	N/A	Unsigned/independent	2022-present	https://www.metal-archives.com/bands/Psicodosy/3540553836
Brazil	Jaboatão dos Guararapes, Pernambuco	Active	N/A	Doom/Stoner Metal	N/A	Unsigned/independent	N/A	https://www.metal-archives.com/bands/Psiconauta/3540448136
Brazil	Brasília, Distrito Federal	Active	2018	Black Metal	Life, Depression, Death, Mental diseases	Balrogh Records	2018-2019	https://www.metal-archives.com/bands/Psicopatia/3540453105
Brazil	Taubaté, São Paulo	Split-up	N/A	Death Metal	N/A	Unsigned/independent	N/A	https://www.metal-archives.com/bands/Psicoses/122487
Brazil	Araranguá, Santa Catarina	Split-up	1996	Death/Thrash Metal	N/A	Unsigned/independent	1996-1998	https://www.metal-archives.com/bands/Psicostasia/3540339566
Brazil	Rio de Janeiro, Rio de Janeiro	Split-up	1991	Death Metal/Grindcore	N/A	Unsigned/independent	1991-?	https://www.metal-archives.com/bands/Psicotrophia/26035
Brazil	São Paulo, São Paulo	On hold	2004	Industrial Metal	N/A	Unsigned/independent	2004-present	https://www.metal-archives.com/bands/Psy-Kick/110672
Brazil	Caruaru, Pernambuco	Active	1990	Death/Thrash Metal	Greed, War, Intolerance, Destruction	Unsigned/independent	1990-present	https://www.metal-archives.com/bands/Psych_Acid/3540317187
Brazil	N/A	Active	2014	Black Metal	Paganism, Philosophy, Fantasy	Darker than Black Records	2014-present	https://www.metal-archives.com/bands/Psychagogos/3540451394
Brazil	Santos, São Paulo	Split-up	1987	Death/Thrash Metal (early); Punk/Crossover (later)	Political and social issues	Cogumelo Records	1986-1987 (as Ritual), 1987-1988 (as Exhumer), 1988-1991	https://www.metal-archives.com/bands/Psychic_Possessor/10371
Brazil	Teresina, Piauí	Active	1994	Thrash Metal	N/A	Unsigned/independent	1994-present	https://www.metal-archives.com/bands/Psycho_Bitch/3540421992
Brazil	Esteio, Rio Grande do Sul	Active	2020	Deathcore	N/A	Heavy Future	2020-present	https://www.metal-archives.com/bands/Psycho_Decadence/3540532137
Brazil	Vitória, Espírito Santo	Active	2010	Deathcore	Hell, War	Unsigned/independent	2010-present	https://www.metal-archives.com/bands/Psychodeath/3540359555
Brazil	Rio de Janeiro, Rio de Janeiro	Split-up	1993	Death Metal	Insanity, War, Anti-religion	Heavy Metal Rock	1993-?	https://www.metal-archives.com/bands/Psychoneurosis/23959
Brazil	Ribeirão Prêto, São Paulo	Active	2013	Heavy/Thrash Metal	N/A	Unsigned/independent	2014-present	https://www.metal-archives.com/bands/Psychosane/3540459707
Brazil	São Paulo, São Paulo	Active	1999	Progressive Death Metal	Death, Hate, Violence, History, Science fiction	Unsigned/independent	1999-present	https://www.metal-archives.com/bands/Psychotic_Eyes/13442
Brazil	Novo Hamburgo, Rio Grande do Sul	Active	N/A	Death/Black Metal	N/A	Unsigned/independent	N/A	https://www.metal-archives.com/bands/Psycophobia/3540399992
Brazil	Londrina, Paraná	Split-up	2003	Grindcore/Death Metal	Rot, Gore, Insanity, Social criticism	Unsigned/independent	2003-?	https://www.metal-archives.com/bands/Pubianus/57733
Brazil	N/A	Active	N/A	Symphonic Black Metal	N/A	Coffin Joe Records	N/A	https://www.metal-archives.com/bands/Puerignis/3540522009
Brazil	Cabo de Santo Agostinho, Penambuco	Active	2022	Death Metal	Darkness, Fantasy, Deities	Unsigned/independent	2022-present	https://www.metal-archives.com/bands/Pugnari/3540560236
Brazil	Juiz de Fora, Minas Gerais	Active	2008	Black Metal	Christianity	Unsigned/independent	2008-present	https://www.metal-archives.com/bands/Pulcro/3540390393
Brazil	Mauá, Sao Paulo	Active	2002	Heavy/Thrash Metal	Horror movies, Social chaos	Unsigned/independent	2002-present	https://www.metal-archives.com/bands/Pullverizer/31616
Brazil	Samambaia, Distrito Federal	Split-up	2004	Brutal Death Metal	War, Religion	1939 BGI Production	2004-2022	https://www.metal-archives.com/bands/Pulverizing/53252
Brazil	São Paulo, São Paulo	Split-up	1991	Thrash Metal	Life	Unsigned/independent	1991-?	https://www.metal-archives.com/bands/Punch/5611
Brazil	Contagem, Minas Gerais	Active	2007	Heavy Metal	Headbangers rebellion, Metal pride, Alcohol, Evil, Battles	Unsigned/independent	2007-2008, 2011-present	https://www.metal-archives.com/bands/Punho_Destruidor/3540282790
Brazil	Paraguaçu, Minas Gerais	Split-up	1999	Thrash/Death Metal	Violence, Death, Chaos, Disorder, Terror, Madness	Unsigned/independent	1999-2009	https://www.metal-archives.com/bands/Punishment/20979
Brazil	Alagoas, Maceió	Active	2018	Groove/Thrash Metal	N/A	Unsigned/independent	2018-present	https://www.metal-archives.com/bands/Pure_Hate/3540504425
Brazil	Ananindeua, Pará	Split-up	2008	Death Metal	Hypocrisy, Hate, Anti-Christianity	Unsigned/independent	2008-2012	https://www.metal-archives.com/bands/Pure_Hate/3540296604
Brazil	Nova Iguaçu, Rio de Janeiro	Split-up	1995	Death Metal	Atheism, Death, Chaos, Anti-religion	Unsigned/independent	1995-2004	https://www.metal-archives.com/bands/Purgatory/6468
Brazil	São Gonçalo, Rio de Janeiro	Split-up	N/A	Death/Doom Metal	N/A	Unsigned/independent	N/A	https://www.metal-archives.com/bands/Purification/3540556773
Brazil	Vitória, Espírito Santo	Active	2008	Death Metal/Metalcore	Brazilian politics, Violence, Existential and social issues	Unsigned/independent	2008-present	https://www.metal-archives.com/bands/Puritan/3540279825
Brazil	Rio Grande do Sul	Split-up	2003	Doom Metal	N/A	Unsigned/independent	2003-2008	https://www.metal-archives.com/bands/P%C3%BArpura/78297
Brazil	São Luís, Maranhão	Active	2010	Heavy Metal/Hard Rock	Sex, Love, Partying, Rock 'n' Roll	Wikimetal Music	2010-2014 (as Púrpura), 2014-present	https://www.metal-archives.com/bands/P%C3%BArpura_Ink/3540395412
Brazil	Botucatu, São Paulo	Split-up	1992	Death Metal/Grindcore	Gore, Ignorance	Rotthenness Records	1992-?	https://www.metal-archives.com/bands/Purulence/128532
Brazil	Fortaleza, Ceará	Active	N/A	Goregrind	N/A	Maximum Violence Productions	N/A	https://www.metal-archives.com/bands/Purulent/3540531202
Brazil	Santos, São Paulo	Split-up	1998	Power Metal	N/A	Megahard Records	1998-?	https://www.metal-archives.com/bands/Push/9775
Brazil	Sorocaba, São Paulo	Active	2024	Death Metal	N/A	Iron Fortress Records	2024-present	https://www.metal-archives.com/bands/Pustulent/3540547675
Brazil	Campo Grande, Mato Grosso do Sul	Unknown	N/A	Death/Thrash Metal/Grindcore	Christianity	Unsigned/independent	N/A	https://www.metal-archives.com/bands/Putred_Flesh/125328
Brazil	Bebedouro, São Paulo	Split-up	1997	Brutal Death Metal	N/A	Rotten Foetus Productions	1997-?	https://www.metal-archives.com/bands/Putrefa%C3%A7%C3%A3o/56126
Brazil	Salvador, Bahia	Active	2003	Death Metal	Philosophy, Occultism, Medieval themes, War	Unsigned/independent	2003-present	https://www.metal-archives.com/bands/Putrefa%C3%A7%C3%A3o_C.M./104880
Brazil	Maringá, Paraná	On hold	2008	Death Metal/Grindcore	Splatter, Sickness, Violence	Unsigned/independent	2008-present	https://www.metal-archives.com/bands/Putrefa%C3%A7%C3%A3o_Cadav%C3%A9rica/3540372810
Brazil	Blumenau, Santa Catarina	Active	2024	Raw Black Metal/Grindcore	Satanism, Anti-Christianity	Podrera's Records	2024-present	https://www.metal-archives.com/bands/Putrefact_Christ/3540543826
Brazil	Fortaleza, Ceará	Active	2022	Goregrind	Splatter, Anti-humanity, Murder cases, Political criticism	Acid Spew Records	2022-present	https://www.metal-archives.com/bands/Putrefacta/3540517023
Brazil	São José do Rio Preto, São Paulo	Active	1999	Death Metal	War, Death, Insanity, Gore	Unsigned/independent	1999-2012	https://www.metal-archives.com/bands/Putrefaction/9830
Brazil	Rio de Janeiro, Rio de Janeiro	Split-up	1987	Thrash Metal	Political and social issues	Unsigned/independent	1987-?	https://www.metal-archives.com/bands/Putr%C3%A9fagos/3540295425
Brazil	Sapucaia do Sul, Rio Grande do Sul	Active	2008	Death Metal/Goregrind	Horror, Death, Splatter	Unsigned/independent	2008-present	https://www.metal-archives.com/bands/Putrefatus/3540307206
Brazil	Rio de Janeiro, Rio de Janeiro	Active	2009	Death Metal/Grindcore	Gore, Splatter, Violence, Mental Disturbance	Unsigned/independent	2009-present	https://www.metal-archives.com/bands/Putrefying_Dead_Flesh/3540380208
Brazil	São Luís, Maranhão	Split-up	1991	Black/Death Metal/Grindcore	Anti-Christianity, Hell	Unsigned/independent	1991-?	https://www.metal-archives.com/bands/Putrid_Christ/3540410500
Brazil	São Bernardo do Campo, São Paulo	Split-up	1988	Black Metal	Grief, Agony	Unsigned/independent	1988-1995	https://www.metal-archives.com/bands/Putrid_Corpses/3540351732
Brazil	Porto Velho, Rondônia	Split-up	2006	Death Metal	Splatter, Gore, Death	Unsigned/independent	2006-2014, 2015-2016	https://www.metal-archives.com/bands/Putrid_Gore/3540417455
Brazil	São Paulo, São Paulo	Active	2023	Brutal Death Metal	Pathology, Medical, Diseases, Gore/Splatter, Death	Rotten Foetus Productions	2023-present	https://www.metal-archives.com/bands/Putrid_Impetus/3540559295
Brazil	Mauá, São Paulo	Active	2011	Grindcore/Death Metal	N/A	Unsigned/independent	2011-2014, ?-present	https://www.metal-archives.com/bands/P%C3%BAtrido/3540520174
Brazil	Simões Filho, Bahia	Active	2008	Death Metal	Gore, Death	Unsigned/independent	2008-2018 (as Putrid Semen), 2018-present	https://www.metal-archives.com/bands/Putrido_S%C3%AAmen/3540321314
Brazil	Natal, Rio Grande do Norte	Active	2004	Goregrind	Gore	Médico	2004-2012, 2024-present	https://www.metal-archives.com/bands/Putritorium/38511
Brazil	Rio Negrinho, Santa Catarina	Active	2015	Death/Thrash Metal	N/A	Unsigned/independent	2015-present	https://www.metal-archives.com/bands/Puttrefication/3540474732
Brazil	Barretos, São Paulo	Split-up	2004	Black Metal	Death, Satan, Goat, Sex, Blasphemy	Unsigned/independent	2004-2010	https://www.metal-archives.com/bands/Pwcca/63539
Brazil	São Paulo, São Paulo	Active	2008	Sludge/Doom Metal	N/A	Unsigned/independent	2008-present	https://www.metal-archives.com/bands/Qerbero/3540426421
Brazil	São Paulo, São Paulo	Active	2003	Black Metal	Nihilism, Misanthropy, Suicide, Desperation	Unsigned/independent	2003-present	https://www.metal-archives.com/bands/Qliphoth/51652
Brazil	Rio de Janeiro	Active	2019	Black Metal	Taoist, Luciferian philosophy, Anarchic flow of society, Loneliness	Unsigned/independent	2019-present	https://www.metal-archives.com/bands/Quam_Lumen/3540477812
Brazil	Porto Velho, Rondônia	Active	2017	Symphonic Metal	N/A	Unsigned/independent	2017-present	https://www.metal-archives.com/bands/Quantika/3540464494
Brazil	Brasília, Distrito Federal	Active	2017	Progressive Metal	Parallel universes, Fiction, Paradoxes	Unsigned/independent	2017-present	https://www.metal-archives.com/bands/Quantum_Noctem/3540536174
Brazil	São Paulo, São Paulo	Active	N/A	Raw Black Metal	N/A	Unsigned/independent	N/A	https://www.metal-archives.com/bands/Quasimorto/3540533028
Brazil	N/A	Active	N/A	Doom Metal	N/A	Unsigned/independent	N/A	https://www.metal-archives.com/bands/Que_Venha_a_Queda/3540476351
Brazil	Blumenau, Santa Catarina	Split-up	2017	Raw Black Metal/Ambient	Darkness, Nature, Mysticism	Depressive Illusions Records	2017	https://www.metal-archives.com/bands/Queda/3540427955
Brazil	Palmas, Tocantins	Split-up	2003	Heavy/Power Metal	Human issues, Personal struggles	Unsigned/independent	2003-?	https://www.metal-archives.com/bands/Queen_Evil/94244
Brazil	Capivari, São Paulo	Active	1995	Brutal Death Metal	Anti-Christianity, Blasphemy, Darkness, Death	Butchered Records	1995-present	https://www.metal-archives.com/bands/Queiron/7231
Brazil	São Paulo, São Paulo	Active	2000	Thrash Metal/Hardcore	Social issues, Political	Seven Eight Life Recordings	2000-present	https://www.metal-archives.com/bands/Questions/94015
Brazil	São Paulo, São Paulo	Active	2011	Progressive Metal	N/A	Unsigned/independent	2011-present	https://www.metal-archives.com/bands/Qui%C3%A1ltera/3540378939
Brazil	São Paulo, São Paulo	Active	2018	Death Metal/Grindcore	Afro-descendant history	Poluição Sonora Records	2018-present	https://www.metal-archives.com/bands/Quilombo/3540456161
Brazil	Rio de Janeiro, Rio de Janeiro	Active	1994	Melodic Death/Power/Gothic Metal	Philosophy, Magic, Cosmos, Mythology, Existentialism, Reflections	Unsigned/independent	1994-2015 (as Quintessence), 2015-present	https://www.metal-archives.com/bands/Quintessente/12775
Brazil	Timbó, Santa Catarina	Active	2008	Melodic Death Metal	Life, Human behaviour and issues, Metaphors, Nature	Unsigned/independent	2008-present	https://www.metal-archives.com/bands/Quintessential/3540365587
Brazil	Salvador, Bahia	Split-up	2013	Heavy Metal	Blasphemy, Hell, Sex, Metal, Alcohol	Unsigned/independent	2013-2020	https://www.metal-archives.com/bands/Quinto_dos_Infernos/3540510894
Brazil	São Paulo, São Paulo	Active	2003	Crossover	Life, Problems, Humanity, Society	Unsigned/independent	2003-present	https://www.metal-archives.com/bands/R.H.D./79563
Brazil	Recife, Pernambuco	Split-up	2006	Thrash Metal	Belligerent content, Death	Unsigned/independent	2004-2009 (as War Satanic), 2004-2009 (as Thrash Metal War), 2006-2010	https://www.metal-archives.com/bands/R.I.P._Soldier/3540298407
Brazil	São Paulo	Active	2021	Thrash Metal/Crossover/Hardcore	N/A	Unsigned/independent	2021-present	https://www.metal-archives.com/bands/R.U.A./3540520762
Brazil	Recife, Pernambuco	Active	1994	Grindcore	N/A	Unsigned/independent	1994-present	https://www.metal-archives.com/bands/Rabujos/3540401027
Brazil	Niterói, Rio de Janeiro	Split-up	2002	Heavy Metal/Hard Rock	N/A	Unsigned/independent	2002-2007	https://www.metal-archives.com/bands/Racer_Truck/3540274866
Brazil	N/A	Active	2019	Black/Death Metal/RAC	National Socialism	Acta Non Verba Rex	2019-present	https://www.metal-archives.com/bands/Rache/3540469418
Brazil	Ceilândia, Distrito Federal	Active	2008	Black Metal	Anti-Christianity, Blasphemies, War	Unsigned/independent	2008-present	https://www.metal-archives.com/bands/Radamathys/3540272793
Brazil	Recife, Pernambuco	Active	2011	Speed/Thrash/Black Metal	Satanism, Occultism	Kingdom of Darkness Productions	2011-present	https://www.metal-archives.com/bands/Radia%C3%A7%C3%A3o_Bestial/3540379514
Brazil	Belford Roxo, Rio de Janeiro	Active	2021	Thrash/Death Metal/Grindcore	Anime, Hatsune Miku, Belford Roxo city, Humour	Unsigned/independent	2020-2021 (as Busco Esposa), 2021-present	https://www.metal-archives.com/bands/Radio_Everett/3540489132
Brazil	Florianópolis, Santa Catarina	Active	2012	Thrash Metal	Hell, Satan, Thrash, Partying, Death, Hate	Unsigned/independent	2012-2017, 2019-present	https://www.metal-archives.com/bands/Radioactive_Murder/3540382168
Brazil	Novo Hamburgo, Rio Grande do Sul	Active	2005	Death Metal/Metalcore	Hopeless, Anger, Pain	Unsigned/independent	2005-present	https://www.metal-archives.com/bands/Radiocamboja/94922
Brazil	Manaus, Amazonas	Unknown	N/A	Black Metal	Christianity	Unsigned/independent	N/A	https://www.metal-archives.com/bands/Raecylahk/3540471644
Brazil	Campo Belo, Minas Gerais	Active	2013	Heavy Metal/Shred	Mostly instrumental	Unsigned/independent	2013-present	https://www.metal-archives.com/bands/Rafael_Greco/3540411296
Brazil	Curitiba, Paraná	Active	2008	Gothic/Death Metal	War, Feelings, Misanthropy, Darkness, Dreams	Unsigned/independent	2008-2015, 2008-present	https://www.metal-archives.com/bands/Rage_Darkness/3540304993
