Country of origin	Location	Status	Formed in	Genre	Themes	Current label	Years active	url
Brazil	Belo Horizonte, Minas Gerais	Active	2007	Death Metal	Death, Anti-religion, Blasphemy	Unsigned/independent	2007-present	https://www.metal-archives.com/bands/Difuntor/3540311271
Brazil	Juiz de Fora, Minas Gerais	Active	2015	Thrash/Stoner Metal	Defense of the Brazilian Secular State	Unsigned/independent	2015-present	https://www.metal-archives.com/bands/Dignat%C3%A1rios_do_Inferno/3540414937
Brazil	Maioba, Maranhão	Active	2000	Death Metal	Satanism, Death, Blasphemy	Unsigned/independent	2000-present	https://www.metal-archives.com/bands/Dilacerate_Christ/99233
Brazil	Curitiba, Paraná	Active	N/A	Symphonic Death/Doom Metal	N/A	Eclipsys Lunarys Productions	N/A	https://www.metal-archives.com/bands/Dimension_Doom/3540554022
Brazil	Salvador, Bahia	Active	1999	Thrash Metal	N/A	Jornadas sem Compaixao	1999-present	https://www.metal-archives.com/bands/Dimens%C3%B5es_Distorcidas/58560
Brazil	Criciúma, Santa Catarina	Split-up	2002	Power Metal	Romance, Life, Fantasy	Unsigned/independent	2002-2010	https://www.metal-archives.com/bands/Dimolasyus/75372
Brazil	Goiânia, Goiás	Active	2003	Black Metal	Satanism, Darkness, Anti-humanity, Anti-Christianity	Unsigned/independent	2003-present	https://www.metal-archives.com/bands/Dinasthia/100559
Brazil	Belo Horizonte, Minas Gerais	Active	2002	Heavy/Power Metal	N/A	DyMM P&M	2002-present	https://www.metal-archives.com/bands/Dinnamarque/3540281073
Brazil	Salvador, Bahia	Unknown	2010	Black/Death Metal	N/A	Unsigned/independent	2010-?	https://www.metal-archives.com/bands/Dino_Crissis/3540519054
Brazil	Cuiabá, Mato Grosso	Active	2009	Death Metal/Goregrind	Indigenous Culture and Mythology, Death	Unsigned/independent	2009-present	https://www.metal-archives.com/bands/Diorese/3540372371
Brazil	São Paulo, São Paulo	Split-up	2011	Thrash Metal/Crossover	N/A	Unsigned/independent	2011-2016, 2018	https://www.metal-archives.com/bands/Dioxina/3540400962
Brazil	São Paulo, São Paulo	Split-up	1994	Thrash Metal	N/A	Moonza	1994-?	https://www.metal-archives.com/bands/Dipnoi/4986
Brazil	Rio Grande do Sul	Active	2017	Experimental Death Metal	War, Torture, Disease	Unsigned/independent	2017-present	https://www.metal-archives.com/bands/Diprosopia/3540461738
Brazil	Orlândia, São Paulo (early); Belo Horizonte, Minas Gerais (later)	Active	2013	Doom Metal	Occult	Unsigned/independent	2013-present	https://www.metal-archives.com/bands/Dirty_Grave/3540388043
Brazil	Brasília, Distrito Federal	Active	2023	Death Metal	N/A	DirtyFall Records	2023-present	https://www.metal-archives.com/bands/DirtyFall/3540524991
Brazil	Goiânia, Goiás	Active	2005	Thrash Metal	Social themes, Christianity, Politics, Attitude	Bombworks Records	2005-present	https://www.metal-archives.com/bands/Disaffection/109562
Brazil	N/A	Active	N/A	Black/Post-Metal	N/A	Unsigned/independent	N/A	https://www.metal-archives.com/bands/Disaster_Rex/3540473710
Brazil	São Paulo, São Paulo	Changed name	2011	Thrash/Death Metal	Society, Death, Dreams, Fantasy, Killer, Rock 'n' Roll, War, Torture	Unsigned/independent	2011-2018, 2018-present (as Deathmaker)	https://www.metal-archives.com/bands/Disciples/3540374468
Brazil	São Paulo, São Paulo	Split-up	2006	Death Metal	Social issues, Brazilian history, War	Unsigned/independent	2006-2010, 2010-2012	https://www.metal-archives.com/bands/Discordia/120690
Brazil	Brasília, Distrito Federal	Active	2013	Black Metal	Satanism, Anti-Christianity	Unsigned/independent	2013-present	https://www.metal-archives.com/bands/Disc%C3%B3rdia_Profana/3540382710
Brazil	Campinas, São Paulo	Split-up	2005	Heavy/Thrash Metal	N/A	Unsigned/independent	2005-?	https://www.metal-archives.com/bands/Discordiam/3540382487
Brazil	Vitória, Espírito Santo	Active	2012	Black/Death Metal/Crust	N/A	Unsigned/independent	2012-present	https://www.metal-archives.com/bands/Discr%C3%ABnt%C3%AB/3540444253
Brazil	São Paulo, São Paulo	Active	2002	Grindcore	N/A	Unsigned/independent	2002-present	https://www.metal-archives.com/bands/Discurso_de_Pobre/3540458448
Brazil	Belo Horizonte, Minas Gerais	Split-up	1989	Thrash Metal	N/A	Cogumelo Records	1989-?	https://www.metal-archives.com/bands/Disease/23958
Brazil	Santos, São Paulo	Active	2016	Crossover/Thrash Metal	N/A	Unsigned/independent	2016-present	https://www.metal-archives.com/bands/Disenteria/3540425995
Brazil	Rio de Janeiro, Rio de Janeiro	Active	2018	Grindcore/Noisecore	Misanthropy, Animal rights, Social protest, Depression, Humour, Nonsense, Hate	Unsigned/independent	2018-present	https://www.metal-archives.com/bands/Disespero/3540552846
Brazil	Fortaleza, Ceará	Active	2022	Crust Punk (early); Death Metal/Grindcore/Hardcore (later)	War, Politics, Social issues, Anger	Unsigned/independent	2022-present	https://www.metal-archives.com/bands/Disfagia/3540525656
Brazil	Rio de Janeiro, Rio de Janeiro	Unknown	2014	Death Metal	Homicides, Serial killers, Violence	Grave of the 80s Recs	2014-?	https://www.metal-archives.com/bands/Disfigured_by_Hatred/3540410471
Brazil	Teresina, Piauí	Active	2007	Death Metal	Politics, War, History, Religion, Hate, Humankind, Blood, Death	Unsigned/independent	2007-present	https://www.metal-archives.com/bands/Disformes/3540384662
Brazil	Alterosa, Minas Gerais	Active	1993	Death Metal	Satanism, War, Death, Blasphemy	Nuclear War Now! Productions	1993-present	https://www.metal-archives.com/bands/Disforterror/11679
Brazil	São Paulo, São Paulo	Split-up	2008	Death Metal/Grindcore	Blasphemy, War, Pain, Gore	Unsigned/independent	2008-?	https://www.metal-archives.com/bands/Disgrace/117725
Brazil	Brasília, Distrito Federal	Active	1988	Thrash Metal	N/A	Bulldog Records	1988 (as Cão de Guarda), 1988-1998, 2014-present	https://www.metal-archives.com/bands/Disgrace/13041
Brazil	Belém, Pará	Active	2001	Thrash Metal (early); Death/Thrash Metal (later)	War, Blasphemy, Violence	Misanthropic Records	2001-present	https://www.metal-archives.com/bands/Disgrace_and_Terror/20154
Brazil	Belém, Pará	Active	2006	Grindcore/Death Metal	Chaos, Terror, Disgrace	Unsigned/independent	2006-present	https://www.metal-archives.com/bands/Disgrace_Suicide/3540380534
Brazil	Contagem, Minas Gerais	Split-up	2002	Death Metal/Grindcore	N/A	Unsigned/independent	2002-?	https://www.metal-archives.com/bands/Disgracelator/19437
Brazil	São Paulo, São Paulo	Active	2012	Black/Thrash Metal	Satan, Anti-Christianity	Unsigned/independent	2012-present	https://www.metal-archives.com/bands/Disgracer/3540368959
Brazil	Curitiba, Paraná	Unknown	1998	Power Metal	N/A	Unsigned/independent	1998-?	https://www.metal-archives.com/bands/Disharmonic_Fields/8940
Brazil	Guarulhos, São Paulo	Active	1992	Grindcore/Death Metal	Political, Social issues	Unsigned/independent	1992-1995, 1992-present, 2008-2010	https://www.metal-archives.com/bands/Disharmonic_Noise/3540267092
Brazil	Campo Grande, Mato Grosso do Sul	Split-up	1995	Doom/Death Metal	Christianity	Unsigned/independent	1995-2002	https://www.metal-archives.com/bands/Disharmonical_Tempest/12973
Brazil	São Paulo, São Paulo	Active	N/A	Death Metal	N/A	Unsigned/independent	N/A	https://www.metal-archives.com/bands/Disharmonious/3540456552
Brazil	Guarapari, Espírito Santo	Split-up	2005	Death Metal	N/A	Unsigned/independent	2005-2009	https://www.metal-archives.com/bands/Disharmony_Intent/3540257086
Brazil	Porto Alegre, Rio Grande do Sul	Split-up	1993	Death Metal	N/A	Unsigned/independent	1993-?	https://www.metal-archives.com/bands/Dislike_Blast/12883
Brazil	Eunápolis, Bahia	Split-up	2001	Heavy/Gothic Metal	N/A	Unsigned/independent	2001-?	https://www.metal-archives.com/bands/Dismal/69295
Brazil	Contagem, Minas Gerais	Active	N/A	Black Metal	N/A	Unsigned/independent	N/A	https://www.metal-archives.com/bands/Dismal_Abyss/3540387631
Brazil	Maringá, Paraná	Active	1999	Brutal Death Metal	N/A	Unsigned/independent	1999-2009, 2018-present	https://www.metal-archives.com/bands/Dismal_Foresight/15642
Brazil	São Paulo, São Paulo	Split-up	1995	Black Metal	Satan, Evil	Unsigned/independent	1995-2024	https://www.metal-archives.com/bands/Dismal_Gale/23552
Brazil	Parobé, Rio Grande do Sul	Active	2020	Atmospheric Black Metal	Nature	Unsigned/independent	2020-present	https://www.metal-archives.com/bands/Dismal_Wistful/3540471701
Brazil	Viamão / Gravataí, Rio Grande do Sul	Active	2018	Death/Groove Metal	Unfolding, Murder, Horror	True Metal Records	2018-present	https://www.metal-archives.com/bands/Dismembration/3540445788
Brazil	Capivari, São Paulo	Active	2007	Grindcore/Death Metal	Dark humour, Irony, Horror, Anti-Christianity	Unsigned/independent	2007-present	https://www.metal-archives.com/bands/DisnneyHell/3540431168
Brazil	Mogi Guaçu, São Paulo	Active	2000	Death/Thrash Metal with Hardcore influences	The world	Collision Records	2000-present	https://www.metal-archives.com/bands/Disorder_of_Rage/111719
Brazil	Parobé, Rio Grande do Sul	Active	2021	Atmospheric Black/Post-Metal	Depression, Loss, Loneliness	Flowing Downward	2021-present	https://www.metal-archives.com/bands/Dispar/3540510635
Brazil	São Paulo, São Paulo	Split-up	2004	Grindcore	N/A	Unsigned/independent	2004-2007, 2007-2009	https://www.metal-archives.com/bands/Dispepsiaa/3540420575
Brazil	Santa Rosa de Viterbo, São Paulo	Split-up	1992	Death Metal	N/A	Unsigned/independent	1992-?	https://www.metal-archives.com/bands/Disritmia/3540456251
Brazil	Salvador, Bahia	Active	2000	Black Metal	Luciferianism, Satanism, Anti-Christianity, Satanic lust	Unsigned/independent	2000-present	https://www.metal-archives.com/bands/Disrupt_Christ/3540320254
Brazil	Porto Alegre, Rio Grande do Sul	Unknown	2003	Metalcore	N/A	Unsigned/independent	2003-?	https://www.metal-archives.com/bands/Disrupted_Inc./112525
Brazil	São Paulo, São Paulo	Active	2014	Brutal Death Metal	Science fiction, Death, Gore, Genetic mutation	Coyote Records	2014-present	https://www.metal-archives.com/bands/Disrupting/3540432649
Brazil	Porto Ferreira, São Paulo	Active	2015	Death Metal	Insanity, Torture, Human decay	Extreme Sound Records	2015-present	https://www.metal-archives.com/bands/Disruption_Path/3540451182
Brazil	Pelotas, Rio Grande do Sul	Split-up	1987	Black/Death Metal	N/A	Unsigned/independent	1987 (as Cerimonial Funebre), 1987-?	https://www.metal-archives.com/bands/Dissector/3540277131
Brazil	João Pessoa, Paraíba	Active	2001	Death Metal	Horror movies, Gore, Philosophy	Unsigned/independent	2001-present	https://www.metal-archives.com/bands/Dissidium/3540281766
Brazil	Vitória, Espírito Santo	Split-up	2001	Doom/Death Metal	Christianity	Extreme Records	2001-2009	https://www.metal-archives.com/bands/Distarnish/36511
Brazil	N/A	Split-up	2014	Depressive Black/Doom Metal	N/A	Unsigned/independent	2014	https://www.metal-archives.com/bands/Distiphyxia/3540380648
Brazil	São Paulo, São Paulo	Split-up	2005	Thrash Metal	N/A	Unsigned/independent	2005-2019	https://www.metal-archives.com/bands/Distort/3540346363
Brazil	São Paulo, São Paulo	Active	2020	Heavy Metal	N/A	Unsigned/independent	2020-present	https://www.metal-archives.com/bands/Distorted_Duo/3540487214
Brazil	Resende, Rio de Janeiro	Split-up	1996	Thrash Metal	Life, Nature, TV, War	Unsigned/independent	1996-?	https://www.metal-archives.com/bands/Distortion/70440
Brazil	Belém, Pará	Split-up	2003	Gothic Metal	N/A	Unsigned/independent	2003-2009	https://www.metal-archives.com/bands/Distorttion/71042
Brazil	Porto Alegre, Rio Grande do Sul	Active	1990	Thrash Metal	Crime, Aggression, Life, the Middle Ages	Voice Music	1990-present	https://www.metal-archives.com/bands/Distraught/10229
Brazil	Areia, Paraíba	Split-up	1995	Death Metal	Human mind, Death, War, Politics, Science	Unsigned/independent	1995-2005, 2010-?	https://www.metal-archives.com/bands/Distress/23444
Brazil	Tubarão, Santa Catarina	Active	2008	Death/Thrash Metal	Death, Gore, Horror	Unsigned/independent	2008-present	https://www.metal-archives.com/bands/Distressed/3540451323
Brazil	Divinópolis, Minas Gerais	Split-up	2003	Thrash Metal	Violence, Hell, Death	Unsigned/independent	2003-?	https://www.metal-archives.com/bands/Distrocer/128174
Brazil	Votuporanga, São Paulo	Split-up	1992	Thrash Metal	N/A	Unsigned/independent	1992-?	https://www.metal-archives.com/bands/Disturbance/129334
Brazil	Recife, Pernambuco	Active	2004	Death Metal	Anti-religion, Death, Torture	Unsigned/independent	2004-present	https://www.metal-archives.com/bands/Disturbed_Souls/56429
Brazil	São Paulo, São Paulo	Changed name	2010	Blackened Speed Metal/Punk	Nihilism, Political, Anti-religion	Unsigned/independent	2010-2017, 2017-present (as Regressor)	https://www.metal-archives.com/bands/Dist%C3%BCrbia_Cladis/3540399150
Brazil	Natal, Rio Grande do Norte	Active	2000	Death Metal	Social criticism, Anti-Christianity	Unsigned/independent	1999-2000 (as Storm Rider), 2000-2008, 2016-present	https://www.metal-archives.com/bands/Disturbing_Flesh/3540434653
Brazil	São Paulo, São Paulo	Split-up	1994	Thrash Metal	N/A	Unsigned/independent	1994-?	https://www.metal-archives.com/bands/Disturbing_Shit_Minds/12858
Brazil	Rio de Janeiro, Rio de Janeiro	Split-up	2006	Death/Thrash Metal	War	Unsigned/independent	2006-?	https://www.metal-archives.com/bands/Diva/3540321369
Brazil	Belo Horizonte, Minas Gerais	Active	1990	Death Metal	Anti-Christianity, Death	Unsigned/independent	1990-present	https://www.metal-archives.com/bands/Divine_Death/13231
Brazil	Belo Horizonte, Minas Gerais	Active	N/A	Death/Groove Metal	N/A	Unsigned/independent	N/A	https://www.metal-archives.com/bands/Divine_in_Flesh/3540495780
Brazil	Salvador, Bahia	Active	2008	Death Metal	Religion, Fantasy, Evil, Violence	Misanthropic Records	2008-present	https://www.metal-archives.com/bands/Divine_Pain/3540268986
Brazil	Barra Mansa, Rio de Janeiro	Active	2013	Death Metal	Nihilism, Death	Unsigned/independent	2013-present	https://www.metal-archives.com/bands/Divine_Plague/3540385615
Brazil	Imperatriz, Maranhão	Changed name	2003	Death Metal	Christianity	Unsigned/independent	2003-?, ?-present (as Sartras)	https://www.metal-archives.com/bands/Divine_Storm/124309
Brazil	Manaus, Amazonas	Active	2001	Symphonic Black Metal	Anti-Satanism, Christianity, History of the Church	Extreme Records	2001-present	https://www.metal-archives.com/bands/Divine_Symphony/34611
Brazil	São Paulo, São Paulo	Active	2010	Melodic Death Metal	N/A	Unsigned/independent	2010-present	https://www.metal-archives.com/bands/Divine_Uncertainty/3540353896
Brazil	São Paulo, São Paulo	Active	2010	Power Metal	Mythologies	Voice Music	2010-present	https://www.metal-archives.com/bands/Divine_Wings/3540426799
Brazil	Recife, Pernambuco	Split-up	2003	Power/Progressive Metal	Christianity	Unsigned/independent	2003-2010, 2013	https://www.metal-archives.com/bands/Divinus_Imperium/3540422737
Brazil	Curitiba, Paraná	Split-up	2010	Death Metal	Death, Armageddon, Doom	Unsigned/independent	2010-2020	https://www.metal-archives.com/bands/Division_Hell/3540351162
Brazil	Curitiba, Paraná	Active	2015	Brutal Death Metal	Death, Gore, Science fiction	Sevared Records	2015-present	https://www.metal-archives.com/bands/Divulsor/3540438017
Brazil	Duque de Caxias, Rio de Janeiro	Active	2011	Power Metal	N/A	Unsigned/independent	2011-present	https://www.metal-archives.com/bands/Dixie_Heaven/3540419449
Brazil	São Salvador da Bahia, Bahia	Unknown	2008	Black Metal	Anti-Christianity, Blasphemy, War, Anger	Unsigned/independent	2005-2006 (as Lekter), 2006-2007 (as Pornô Gore D.C.), 2007-2008 (as R.I.M.), 2008-2011	https://www.metal-archives.com/bands/Dizeres_Profanos_R.I.M./3540463595
Brazil	Recife, Pernambuco	Active	2020	Progressive Metal	N/A	Unsigned/independent	2020-present	https://www.metal-archives.com/bands/Djhin/3540540622
Brazil	Belém, Pará	Active	1988	Heavy/Power Metal	Metal, Life, Death	Unsigned/independent	1988-present	https://www.metal-archives.com/bands/DNA/29307
Brazil	Santa Bárbara d'Oeste, São Paulo	Unknown	2001	Doom/Death Metal	Christianity	Svalbard Records	2001-?, 2014-?	https://www.metal-archives.com/bands/Docnargath/63092
Brazil	N/A	Split-up	N/A	Heavy/Power Metal	N/A	Unsigned/independent	N/A	https://www.metal-archives.com/bands/Doctor_Phantom/76997
Brazil	N/A	Split-up	N/A	Extreme Gothic Metal	N/A	Unsigned/independent	N/A	https://www.metal-archives.com/bands/Dogma_-_Saint_Tread_of_Hate/3540482583
Brazil	Curitiba, Paraná	Split-up	2018	Heavy Metal	N/A	Unsigned/independent	2018-2020	https://www.metal-archives.com/bands/Dogma_Blue/3540538753
Brazil	Brasília, Distrito Federal	Split-up	2008	Black Metal	N/A	Unsigned/independent	2008-?	https://www.metal-archives.com/bands/Dogma_Satan/3540529547
Brazil	N/A	Unknown	2013	Black Metal	Nihilism, Misanthropy, Death, Hate	Aniquilación Satánica Productions	2013-?	https://www.metal-archives.com/bands/Dol_Guldur/3540487962
Brazil	João Pessoa, Paraíba	Active	2017	Post-Black/Doom Metal	Desolation, Ephemerality of life, Human complications, Melancholy	Unsigned/independent	2017-present	https://www.metal-archives.com/bands/Dolorem/3540476590
Brazil	Pernambuco	Active	2017	Stoner/Doom Metal	N/A	Unsigned/independent	2017-present	https://www.metal-archives.com/bands/Dom_Lodo/3540448939
Brazil	Sertãozinho, Sâo Paulo	Active	2020	Black/Groove Metal	Satanism, Anti-Christianity, Suicide	Unsigned/independent	2022-present	https://www.metal-archives.com/bands/Dom_Sathanas/3540521171
Brazil	Bauru, São Paulo	Unknown	2000	Death Metal	N/A	Unsigned/independent	2000-?	https://www.metal-archives.com/bands/Domained/12933
Brazil	Atibaia, São Paulo	Split-up	1998	Death Metal	N/A	Unsigned/independent	1998-?	https://www.metal-archives.com/bands/Domination/3540456631
Brazil	Belo Horizonte, Minas Gerais	Unknown	N/A	Death Metal	N/A	Satanic Hellbangers Records	N/A	https://www.metal-archives.com/bands/Domination_Bleed/3540526592
Brazil	Nova Friburgo, Rio de Janeiro	Split-up	2008	Thrash Metal	Human psychology	Unsigned/independent	2008-2014	https://www.metal-archives.com/bands/Dominattion/3540377999
Brazil	Mato Grosso do Sul	Unknown	2001	Black Metal	Satanism, Occultism	Unsigned/independent	2001-?	https://www.metal-archives.com/bands/Dom%C3%ADnio_da_Escurid%C3%A3o/21781
Brazil	São Paulo, São Paulo	Split-up	2000	Black Metal	War, Hate, National Socialism	Blitzkrieg 41	2000-?	https://www.metal-archives.com/bands/Dominion/21648
Brazil	Pernambuco	Unknown	2007	Thrash Metal	N/A	After Noise	2007-?	https://www.metal-archives.com/bands/Dominni/3540290720
Brazil	Londrina, Paraná	Active	1999	Heavy/Power Metal	War, Honour, Combat, Epic themes, Metal	Unsigned/independent	1999-present	https://www.metal-archives.com/bands/Dominus_Praelii/1276
Brazil	Manaus, Amazonas	Active	2006	Black Metal	Satanism, Blasphemy, Anti-Christianity	Unsigned/independent	2006-present	https://www.metal-archives.com/bands/Domminus_Infernalium/3540503709
Brazil	Salvador, Bahia	Active	2005	Black Metal	Occultism	Sangue Underground Records	2005-present	https://www.metal-archives.com/bands/Domminvs_Infernalis/3540503714
Brazil	Itu, São Paulo	Split-up	1985	Thrash/Death Metal	N/A	Unsigned/independent	1985-1989	https://www.metal-archives.com/bands/Domnation/3540453631
Brazil	São Paulo, São Paulo	Active	2023	Atmospheric Black Metal	Satanism, Evil, Blasphemy, Occultism, Darkness	Drakkar Productions - South American Division	1995-2023 (as Spell Forest), 2023-present	https://www.metal-archives.com/bands/Domus_Dei_Satanae/3540549660
Brazil	Fortaleza, Ceará	Active	2007	Heavy Metal/Hard Rock	Fun, Quotidian, Sex	Panela	2007-present	https://www.metal-archives.com/bands/Donzela/116064
Brazil	Joinville, Santa Catarina	Active	2022	Black Metal	Paganism, Occult, Misanthropy	Unsigned/independent	2022-present	https://www.metal-archives.com/bands/Doom_Castle/3540510776
Brazil	Londrina, Paraná	Split-up	2018	Death Metal	Torture, Violence, Suffering	Unsigned/independent	2018-2022	https://www.metal-archives.com/bands/Doomed_Society/3540443844
Brazil	João Pessoa, Paraíba	Active	2020	Black/Death/Doom Metal	N/A	Unsigned/independent	2020-present	https://www.metal-archives.com/bands/Doomed_Spirits/3540468667
Brazil	Jundiaí, São Paulo	Split-up	1999	Heavy Metal	Politics, Terror, Sociopathy	Unsigned/independent	1999-?	https://www.metal-archives.com/bands/Doomonic/8808
Brazil	Curitiba, Paraná	Active	2000	Doom/Heavy Metal (early); Black Metal (later)	Occultism	Cogumelo Records	2000-present	https://www.metal-archives.com/bands/Doomsday_Ceremony/6909
Brazil	Jundiaí, São Paulo	Active	2018	Doom/Stoner Metal	N/A	Unsigned/independent	2018-present	https://www.metal-archives.com/bands/Doomslang/3540474222
Brazil	Rio de Janeiro, Rio de Janeiro	Active	2017	Symphonic Metal	Depression, Anxiety, Empathy	Unsigned/independent	2017-present	https://www.metal-archives.com/bands/Dooren/3540450404
Brazil	Santa Catarina	Active	2024	Stoner Metal	Drugs, Occultism	Unsigned/independent	2024-present	https://www.metal-archives.com/bands/Dopefuzzy/3540558078
Brazil	São Paulo, São Paulo	Active	2017	Blackened Punk/Sludge Metal	Existence, Emptiness	Unsigned/independent	2017-present	https://www.metal-archives.com/bands/Dor/3540459070
Brazil	Rio de Janeiro, Rio de Janeiro	Active	2019	Black Metal	N/A	Unsigned/independent	2019-present	https://www.metal-archives.com/bands/D%C3%B6r_Pr%C3%B6fana/3540484666
Brazil	Rio de Janeiro, Rio de Janeiro	Active	1982	Speed Metal, Thrash Metal, Hardcore/Crossover	Modern society values, Poverty, Spirituality	Unsigned/independent	1981 (as Ness), 1982-2001, 2012-present	https://www.metal-archives.com/bands/Dorsal_Atl%C3%A2ntica/2092
Brazil	Matinhos, Paraná	Split-up	2012	Thrash/Speed Metal	Anti-Christianity, History	Unsigned/independent	2012-2014	https://www.metal-archives.com/bands/Dorsus/3540363124
Brazil	Fortaleza, Ceará	Unknown	1997	Power Metal	N/A	Unsigned/independent	1997-?	https://www.metal-archives.com/bands/Dose_Lethal/23446
Brazil	Belo Horizonte, Minas Gerais	Active	2019	Heavy Metal	N/A	Unsigned/independent	2019-present	https://www.metal-archives.com/bands/Double_Cross/3540468257
Brazil	Farroupilha, Rio Grande do Sul	Unknown	N/A	Heavy Metal/Hard Rock	N/A	Unsigned/independent	N/A	https://www.metal-archives.com/bands/Douglas_Marcchett/61433
Brazil	Sorocaba, São Paulo	Unknown	2015	Black Metal	Occultism, Death, Violence, Atmosphere	Depressive Illusions Records	2015-?	https://www.metal-archives.com/bands/Down_to_Burzum/3540435931
Brazil	Salvador, Bahia	Active	1999	Thrash Metal	Social issues	Maniac Records	1999-2003, 2008, 2010, 2012-present	https://www.metal-archives.com/bands/Doykod/5124
Brazil	Jacareí, São Paulo	Split-up	1993	Heavy Metal	Social issues	Unsigned/independent	1993-?	https://www.metal-archives.com/bands/Dr._Jekil/3540310067
Brazil	São Paulo, São Paulo	Active	1992	Melodic Heavy Metal/Hard Rock	Life, History	Dynamo Records	1992-2016, 2018-present	https://www.metal-archives.com/bands/Dr._Sin/19305
Brazil	Belém, Pará	Split-up	1989	Heavy/Thrash Metal	N/A	Unsigned/independent	1989-?	https://www.metal-archives.com/bands/Dr._Stein/3540542766
Brazil	São Paulo, São Paulo	Unknown	2010	Symphonic Power/Progressive Metal	N/A	MS Metal Records	2010-2020	https://www.metal-archives.com/bands/Drace_XII/3540420554
Brazil	São Paulo, São Paulo	Unknown	N/A	Melodic Power Metal	Christianity	Megahard Records	N/A	https://www.metal-archives.com/bands/Dracma/11221
Brazil	Arujá, São Paulo	Split-up	1997	Heavy Metal	N/A	Unsigned/independent	1997-?	https://www.metal-archives.com/bands/Dracma_Fierce/120003
Brazil	Botucatu, São Paulo	Active	2022	Black Metal	Occultism, Luciferianism	Terrorismo 666 Productions	2022-present	https://www.metal-archives.com/bands/Draco_Ignis_Luciferi/3540529964
Brazil	Salvador, Bahia	Unknown	2003	Melodic Heavy Metal	Fantasy Metaphors, Relationships, Life	Unsigned/independent	2003-?	https://www.metal-archives.com/bands/Draconi/83745
Brazil	N/A	Split-up	2022	Black Metal	N/A	Center of the Earth Records	2022-2023, 2023-2024	https://www.metal-archives.com/bands/Dragojiniak/3540516658
Brazil	Piedade, São Paulo	Split-up	2001	Heavy Metal	Battles	Unsigned/independent	2001-?	https://www.metal-archives.com/bands/Dragon_Ring/115334
Brazil	Tubarão, Santa Catarina	Split-up	2007	Power Metal	Christianity, History, Tales, Life, War	Unsigned/independent	2007-2013	https://www.metal-archives.com/bands/Dragon%27s_Cry/3540331077
Brazil	Curitiba, Paraná	Active	1997	Power Metal	Epic, Medieval, Fantasy	Rockshots Records	1997-present	https://www.metal-archives.com/bands/Dragonheart/3252
Brazil	Cascavel, Paraná	Unknown	2006	Power/Progressive Metal	N/A	Unsigned/independent	2006-?	https://www.metal-archives.com/bands/Dragoons/93235
Brazil	Belo Horizonte, Minas Gerais	Active	2020	Raw Black Metal/Punk	Mental illness	Unsigned/independent	2020-present	https://www.metal-archives.com/bands/Drahg/3540467264
Brazil	Porto Alegre, Rio Grande do Sul	Active	2018	Progressive Power Metal	N/A	Unsigned/independent	2018-present	https://www.metal-archives.com/bands/Drahktar/3540487636
Brazil	Goiânia, Goiás	Active	2018	Melodic Death/Groove/Thrash Metal	N/A	Unsigned/independent	2018-2019, 2022-present	https://www.metal-archives.com/bands/Drakland/3540516847
Brazil	Capivari de Baixo, Santa Catarina	Active	2000	Pagan Black Metal	Hate, War, Paganism, Ancient Battles	Corvo Records	1997-2000 (as Mystical Forest), 2000-present	https://www.metal-archives.com/bands/Drakonian_Age/31005
Brazil	Brasília, Distrito Federal	Active	N/A	Black Metal	N/A	Unsigned/independent	N/A	https://www.metal-archives.com/bands/Draktharr/3540555625
Brazil	São Paulo	Active	2024	Black Metal	War, Vampirism, Death	Dirae Tenebrae	2024-present	https://www.metal-archives.com/bands/Dr%C3%A4kul/3540552330
Brazil	N/A	Active	N/A	Black/Death Metal	Sadism, Darkness	Unsigned/independent	N/A	https://www.metal-archives.com/bands/Draped_Urn/3540414532
Brazil	N/A	Active	N/A	Black Metal/Dungeon Synth	N/A	Unsigned/independent	N/A	https://www.metal-archives.com/bands/Drast/3540492137
Brazil	Cruz das Almas, Bahia	Active	2010	Melodic Death Metal	N/A	Unsigned/independent	2010-?, 2015-present	https://www.metal-archives.com/bands/Drastyca/3540516966
Brazil	Joinville, Santa Catarina	Split-up	1999	Black Metal	Fantasy, Heathenism, Philosophy, National Socialism	Darker than Black Records	1999-2006, 2014-2020	https://www.metal-archives.com/bands/Draugurz/14480
Brazil	Maceió, Alagoas	Split-up	N/A	Groove Metal	N/A	Unsigned/independent	? (as Dread)	https://www.metal-archives.com/bands/Dread_Razor/3540551735
Brazil	São Paulo, São Paulo	Split-up	1989	Thrash Metal	N/A	Unsigned/independent	1989-?	https://www.metal-archives.com/bands/Dreadful/87726
Brazil	João Monlevade, Minas Gerais	Active	2019	Death Metal	Death, Darkness, Occult, Evil	Unsigned/independent	2019-present	https://www.metal-archives.com/bands/Dreadful_Deathreign/3540482708
Brazil	Rio de Janeiro, Rio de Janeiro	Active	1993	Melodic Heavy Metal	N/A	Die Hard Records	1993-present	https://www.metal-archives.com/bands/Dreadnox/88533
Brazil	Rio Branco, Acre	Split-up	1997	Power Metal	Fantasy	Unsigned/independent	1997-?, 2015-2016, 2020, 2022	https://www.metal-archives.com/bands/Dream_Healer/52835
Brazil	Votorantim, São Paulo	Active	1995	Heavy Metal	Metal, Love	Som Do Darma	1995-present	https://www.metal-archives.com/bands/Dream_Wild/42609
