url	band_stats	discography	members
https://www.metal-archives.com/bands/%3ANihus%3A/3540404191	"Country of origin:
Brazil
Location:
São Paulo, São Paulo
Status:
Active
Formed in:
2014
Genre:
Depressive Black Metal
Themes:
Depression, Suicide, Despair, Sadness
Current label:
Depressive Illusions Records
Years active:
2014-present"		
